Cst_Cnt,Btl_Cnt,Depth (m),T_degC,SiO3uM,PO4uM,NO2uM,NO3uM,NH3uM,LightP,Bottle Number,studyName,Latitude,Longitude,Line_x,Station_x,Line_y,Station_y,Diatom < 5um,Diatom 5-10um,Diatom 10-20um,Diatom 20-40um,Diatom > 40um,Total Diatom
32496,815467,31,14.09,3.1,0.65,0.16,4.3,0.42,,17.0,2010-10-28-C-32NM,3432,-12080,80.0,55.0,80.0,55.0,0.0,0.0,2.25,0.99,31.3,34.53
32498,815525,8,14.62,2.1,0.47,0.15,3.5,0.14,,21.0,2010-10-28-C-32NM,3382,-12186,80.0,70.0,80.0,70.1,0.0,0.0,0.3,0.15,3.46,3.91
32498,815527,16,14.6,2.0,0.46,0.15,3.5,0.15,,20.0,2010-10-28-C-32NM,3382,-12186,80.0,70.0,80.0,70.1,0.0,0.0,0.0,0.0,0.0,0.0
32498,815530,30,11.22,14.4,1.43,0.15,17.8,0.0,,18.0,2010-10-28-C-32NM,3382,-12186,80.0,70.0,80.0,70.1,0.0,0.0,0.03,0.03,0.09,0.15
32499,815558,10,15.4,0.9,0.29,0.12,1.6,0.16,,19.0,2010-10-28-C-32NM,3348,-12253,80.0,80.0,80.0,80.0,0.0,0.0,0.03,0.04,0.02,0.08
32499,815559,20,15.38,0.8,0.29,0.12,1.6,0.15,,18.0,2010-10-28-C-32NM,3348,-12253,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
32499,815562,40,12.03,7.4,0.9,0.15,11.8,0.07,,16.0,2010-10-28-C-32NM,3348,-12253,80.0,80.0,80.0,80.0,0.0,0.0,0.03,0.02,0.0,0.05
32501,815645,12,16.26,0.9,0.27,0.0,0.0,0.0,,19.0,2010-10-28-C-32NM,3281,-12392,80.0,100.0,80.0,100.2,0.0,0.0,0.0,0.0,0.0,0.0
32501,815650,47,15.89,0.9,0.29,0.0,0.0,0.0,,16.0,2010-10-28-C-32NM,3281,-12392,80.0,100.0,80.0,100.2,0.0,0.0,0.0,0.17,0.21,0.38
32501,815652,58,14.38,2.1,0.35,0.03,0.5,0.08,,15.0,2010-10-28-C-32NM,3281,-12392,80.0,100.0,80.0,100.2,0.0,0.0,0.0,0.04,0.6,0.64
32503,815682,10,15.62,0.8,0.31,0.06,0.8,0.11,,23.0,2010-10-28-C-32NM,3428,-12002,81.8,46.9,81.8,46.9,0.0,0.0,3.85,1.23,43.84,48.93
32503,815683,20,12.34,11.0,1.31,0.47,14.0,0.15,,22.0,2010-10-28-C-32NM,3428,-12002,81.8,46.9,81.8,46.9,0.0,0.02,3.82,0.67,23.9,28.41
32503,815685,40,11.56,20.6,1.61,0.26,18.4,0.05,,20.0,2010-10-28-C-32NM,3428,-12002,81.8,46.9,81.8,46.9,0.0,0.0,2.9,0.3,20.64,23.84
32534,816420,12,16.92,1.8,0.27,0.05,0.6,0.1,,19.0,2010-10-28-C-32NM,3318,-11838,90.0,37.0,90.0,36.9,0.0,0.0,0.01,0.0,12.69,12.69
32534,816422,24,14.25,5.0,0.67,0.32,5.8,0.1,,18.0,2010-10-28-C-32NM,3318,-11838,90.0,37.0,90.0,36.9,0.0,0.0,0.01,0.51,6.29,6.81
32534,816424,36,12.32,9.7,1.08,0.3,11.9,0.08,,17.0,2010-10-28-C-32NM,3318,-11838,90.0,37.0,90.0,36.9,0.0,0.0,0.1,0.05,2.1,2.26
32535,816451,10,16.87,1.6,0.26,0.03,0.1,0.13,,19.0,2010-10-28-C-32NM,3265,-11948,90.0,53.0,90.0,53.0,0.0,0.0,0.0,0.03,3.19,3.22
32535,816452,20,16.7,2.0,0.28,0.04,0.2,0.13,,18.0,2010-10-28-C-32NM,3265,-11948,90.0,53.0,90.0,53.0,0.0,0.0,0.04,0.0,0.0,0.04
32535,816453,30,14.05,5.6,0.71,0.24,6.3,0.13,,17.0,2010-10-28-C-32NM,3265,-11948,90.0,53.0,90.0,53.0,0.0,0.0,0.28,0.34,0.11,0.72
32537,816512,13,16.44,1.9,0.27,0.01,0.1,0.28,,22.0,2010-10-28-C-32NM,3208,-12064,90.0,70.0,90.0,70.0,0.0,0.0,0.0,0.03,0.02,0.05
32537,816517,41,15.43,1.8,0.33,0.07,0.6,0.32,,16.0,2010-10-28-C-32NM,3208,-12064,90.0,70.0,90.0,70.0,0.0,0.0,0.0,0.06,0.42,0.48
32537,816519,52,13.47,2.5,0.43,0.29,1.4,0.46,,15.0,2010-10-28-C-32NM,3208,-12064,90.0,70.0,90.0,70.0,0.0,0.1,0.03,0.01,0.0,0.14
32539,816574,10,18.39,2.2,0.23,0.0,0.0,0.05,,23.0,2010-10-28-C-32NM,3142,-12199,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0
32539,816582,87,15.13,2.4,0.28,0.0,0.0,0.0,,17.0,2010-10-28-C-32NM,3142,-12199,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.01,0.07,0.09
32542,816689,10,18.89,2.0,0.23,0.0,0.0,0.0,,19.0,2010-10-28-C-32NM,3042,-12400,90.0,120.0,90.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0
32542,816695,63,16.49,2.1,0.2,0.0,0.0,0.0,,15.0,2010-10-28-C-32NM,3042,-12400,90.0,120.0,90.0,120.0,0.0,0.0,0.0,0.04,0.04,0.08
32542,816697,86,15.27,2.3,0.24,0.01,0.1,0.27,,13.0,2010-10-28-C-32NM,3042,-12400,90.0,120.0,90.0,120.0,0.0,0.0,0.01,0.03,0.12,0.16
